path,extension,size_kb,fenomeno
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-05-22-inpe-participa-do-satera-workshop-on-validation-phase-results.json,.json,3.7,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-04-17-homenagem-a-antonio-divino-moura-um-pilar-da-meteorologia-brasileira.json,.json,3.8,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-07-03-adaptabrasil-lanca-painel-cidades-para-facilitar-a-consulta-sobre-risco-cl.json,.json,15.5,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-06-29-inpe-integra-inciativa-inovadora-que-une-inteligencia-artificial-e-governa.json,.json,7.5,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-04-24-brasil-e-alemanha-assinam-acordo-para-desenvolvimento-da-missao-espacial-c.json,.json,7.9,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-04-16-inpe-inaugura-escritorio-local-do-cefavela-e-amplia-cooperacao-em-pesquisa.json,.json,7.6,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-05-28-pesquisador-do-inpe-ha-40-anos-gerald-banon-recebe-titulo-de-cidadao-josee.json,.json,7.5,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-05-18-projeto-de-divulgacao-cientifica-conecta-amazonia-e-mata-atlantica-e-leva.json,.json,8.3,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-06-23-nota-tecnica-conjunta-aponta-alta-probabilidade-de-el-nino-no-segundo-seme.json,.json,10.5,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-07-02-inpe-e-sos-mata-atlantica-estabelecem-novo-projeto-de-restauracao-floresta.json,.json,11.1,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-05-08-inpe-inmet-funceme-e-censipam-divulgam-nota-tecnica-sobre-o-el-nino-e-indi.json,.json,9.3,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-07-01-inpe-abre-inscricoes-para-a-serie-de-cursos-nowcasting-2026-voltada-a-prev.json,.json,5.0,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-06-22-inpe-recebe-comitiva-do-mast-para-fortalecer-parceria-em-projetos-de-museo.json,.json,6.4,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-04-15-inpe-recebe-comitiva-internacional-para-discutir-cooperacao-em-sensoriamen.json,.json,4.3,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-07-08-mudanca-na-direcao-do-laboratorio-nacional-de-astrofisica-lna.json,.json,2.5,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-05-27-inpe-participa-de-reunioes-da-omm-para-implementacao-de-programa-de-previs.json,.json,4.3,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-06-15-inpe-sedia-workshop-anual-do-programa-cssp-brazil-para-impulsionar-a-cienc.json,.json,5.2,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-06-12-pesquisadores-do-inpe-se-destacam-em-ranking-internacional.json,.json,4.4,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-06-12-ciencia-e-tecnologia-do-inpe-tem-papel-de-destaque-na-reducao-historica-do.json,.json,5.3,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-05-22-inpe-participa-de-acoes-de-conscientizacao-e-prevencao-de-incendios-em-pir.json,.json,7.1,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-06-15-webinario-apresenta-impactos-das-ondas-de-calor-na-saude-dos-brasileiros.json,.json,2.0,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-03-26-brasil-registra-aumento-de-raios-em-todo-o-territorio-nacional.json,.json,12.2,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-06-23-terraclass-divulga-dados-atualizados-sobre-cobertura-e-uso-da-terra-no-bio.json,.json,15.1,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-07-01-coeam-celebra-16-anos-de-atuacao-do-inpe-na-amazonia.json,.json,5.6,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-04-27-inpe-participa-de-reuniao-da-comissao-mista-brasil-alemanha-em-berlim-e-re.json,.json,8.8,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-05-14-inpe-promove-2o-workshop-do-liarea.json,.json,4.4,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-07-10-dados-do-deter-referentes-a-junho-de-2026-estao-disponiveis-na-plataforma.json,.json,5.9,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-06-30-estudante-do-programa-educacao-do-inpe-conquista-premio-destaque-na-inicia.json,.json,5.6,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-06-03-inpe-promove-edicao-especial-do-big-techtalks-em-celebracao-ao-love-data-d.json,.json,3.9,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-06-29-pesquisadores-do-inpe-participam-de-workshop-sobre-astronomia-com-pequenos.json,.json,6.6,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-06-20-programa-queimadas-do-inpe-contribui-para-plano-estadual-de-enfrentamento.json,.json,5.9,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-05-28-inpe-recebe-delegacoes-chinesas-para-discutir-o-desenvolvimento-do-satelit.json,.json,10.0,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-05-29-inpe-e-cresda-avancam-na-cooperacao-tecnica-para-a-missao-cbers-06.json,.json,9.9,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-05-15-o-que-precisamos-saber-sobre-o-el-nino-e-seus-impactos-para-o-brasil.json,.json,17.0,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-06-30-painel-el-nino-2026-2027-divulga-primeiro-boletim-mensal-sobre-o-monitoram.json,.json,7.4,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-04-16-inpe-e-centro-tecnologico-da-marinha-do-rio-de-janeiro-formalizam-parceria.json,.json,4.2,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-05-27-mcti-apresenta-plataforma-sobre-risco-climatico-coordenada-pelo-inpe-para.json,.json,11.2,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-06-01-inpe-participa-de-eventos-da-otca-sobre-monitoramento-e-gestao-integrada-d.json,.json,7.0,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2023-10-09-inpe-portas-abertas-2023.json,.json,5.3,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-05-15-inpe-participa-do-forum-brasileiro-de-ia-e-computacao-de-alto-desempenho.json,.json,4.2,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-05-14-atlas-da-mata-atlantica-registra-menor-indice-historico-de-desmatamento-em.json,.json,6.2,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2025-10-10-brasil-e-esa-unem-forcas-em-evento-pioneiro-sobre-a-missao-biomass-na-amaz.json,.json,4.5,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-03-26-inpe-e-programa-mudancas-climaticas-fapesp-divulgam-relatorio-do-projeto-v.json,.json,6.4,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-04-29-programa-educacao-do-inpe-realiza-iv-encontro-de-jovens-cientistas-em-cach.json,.json,4.9,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-05-18-inpe-sedia-encontro-da-sos-mata-atlantica-sobre-governanca-territorial-e-m.json,.json,3.7,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-06-08-inpe-publica-relacao-de-projetos-executados-com-fundacoes-de-apoio.json,.json,2.8,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-05-04-uma-janela-para-o-universo-cerimonia-de-abertura-da-exposicao-raios-mensag.json,.json,8.5,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-05-15-inpe-participara-do-4o-science-and-business-connection.json,.json,5.8,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-06-19-nota-de-esclarecimento-projeto-de-expansao-da-infraestrutura-de-rastreio-e.json,.json,12.1,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-03-24-inpe-realizara-simposio-internacional-sobre-aprendizado-de-maquina-em-heli.json,.json,5.1,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2025-11-28-inpe-amazonia-tem-papel-fundamental-na-participacao-do-instituto-durante-a.json,.json,9.8,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/INPE/noticias/INPE_2026-05-22-pesquisadora-do-inpe-recebe-mencao-honrosa-em-premiacao-internacional-da-a.json,.json,5.4,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_2-2-2020-global-counterspace-capabilities-report.json,.json,7.0,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_12-2-commercial-and-civil-robotic-rendezvous-and-proximity-operations-fact-sheet.json,.json,9.9,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_10-swf-filing-comments-on-starclouds-orbital-data-center-application.json,.json,27.6,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_27-le-guide-concis-du-cupeea.json,.json,7.3,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_26-2021-global-counterspace-capabilities-report.json,.json,7.4,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_5-handbook-for-new-actors-in-space-spanish.json,.json,5.9,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_25-2-june-2026-newsletter.json,.json,1.6,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_12-2-chinese-reusable-experimental-spacecraft-fact-sheet.json,.json,12.1,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_4-16-2026-swf-asat-infographic-2022.json,.json,5.2,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_8-2-2026-global-counterspace-capabilities-report.json,.json,19.4,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_27-copuos-briefing-book.json,.json,6.8,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_6-2-un-group-of-governmental-experts-gge-on-space-tcbms-fact-sheet.json,.json,10.6,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_12-2-u-s-co-orbital-anti-satellite-testing-fact-sheet.json,.json,13.0,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_13-2-june-2024-newsletter.json,.json,1.4,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_1-2023-global-counterspace-capabilities-report.json,.json,7.9,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_global-counterspace-capabilities-an-open-source-assessment.json,.json,3.4,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_17-2-june-2026-un-copuos-plenary-agenda-item-5-general-exchange-of-views.json,.json,9.6,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_6-2-2018-global-counterspace-capabilities-report.json,.json,7.2,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_12-2-russian-co-orbital-anti-satellite-testing-fact-sheet.json,.json,11.9,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_12-2-u-s-direct-ascent-anti-satellite-testing-fact-sheet.json,.json,12.0,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_16-global-counterspace-capabilities-report-insight-counterspace-surge-2026.json,.json,17.0,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_17-20-swf-filing-comments-on-blue-origins-orbital-data-center-application.json,.json,29.4,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_12-2-chinese-direct-ascent-anti-satellite-testing-fact-sheet.json,.json,11.5,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_5-handbook-for-new-actors-in-space.json,.json,10.2,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_12-2-portuguese-translation-responsible-investment-in-the-space-sector-a-guide-to-stew.json,.json,13.8,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_september-2024-newsletter.json,.json,1.4,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_6-20-july-2026-oewg-swf-statement-paros-tcbm.json,.json,14.7,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_13-august-2024-newseltter.json,.json,1.4,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_16-2-july-2026-newsletter.json,.json,2.3,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_12-2-russian-direct-ascent-anti-satellite-testing-fact-sheet.json,.json,11.4,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_12-2-indian-direct-ascent-anti-satellite-testing-fact-sheet.json,.json,11.3,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_10-2-swf-filing-comments-on-cowboy-spaces-orbital-data-center-application.json,.json,29.7,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_29-lunar-space-cooperation-initiatives.json,.json,9.9,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_29-2019-global-counterspace-capabilities-report.json,.json,6.9,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_12-2-u-s-military-and-intelligence-rendezvous-and-proximity-operations-fact-sheet.json,.json,12.9,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_5-handbook-for-new-actors-in-space-chinese.json,.json,3.9,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_24-2-statement-to-the-un-secretary-generals-advisory-board-on-disarmament-matters-tran.json,.json,22.3,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_12-2-chinese-military-and-intelligence-rendezvous-and-proximity-operations-fact-sheet.json,.json,11.7,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_6-2-swf-filing-comments-on-spacexs-orbital-data-center-application.json,.json,30.1,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_8-2-2025-global-counterspace-capabilities-report.json,.json,23.9,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_12-2-russian-military-and-intelligence-rendezvous-and-proximity-operations-fact-sheet.json,.json,12.8,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_1-space-industry-statement-in-support-of-international-commitments-to-not-conduct-asat.json,.json,11.4,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_1-2009-iridium-cosmos-collision-fact-sheet.json,.json,11.8,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_18-2-the-case-for-space-sustainability-in-2026-insight-june-2026.json,.json,19.8,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_17-october-2024-newsletter.json,.json,1.4,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_21-20-to-odc-or-not-to-odc-insight-2026.json,.json,31.3,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_27-20-verifying-the-prohibition-on-the-placement-of-nuclear-weapons-in-outer-space-ost.json,.json,10.1,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_17-handbook-for-new-actors-in-space-french.json,.json,5.3,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_16-2-insight-jul2026-copuos-at-a-turning-point-balancing-a-vital-mandate-with-membersh.json,.json,26.5,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_12-2-shenlong-orbital-test-vehicle-fact-sheet.json,.json,12.1,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_1-2-2022-global-counterspace-capabilities-report.json,.json,7.5,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_11-2-july-2024-newsletter.json,.json,1.4,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_1-2024-global-counterspace-capabilities-report.json,.json,8.5,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_12-2-x-37b-orbital-test-vehicle-fact-sheet.json,.json,12.2,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/articulos/SWF_6-oewg-reducing-space-threats-2023-fact-sheet.json,.json,10.5,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/swf_counterspace_2026/SWF_report-data.csv,.csv,5.5,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/swf_counterspace_2026/SWF_report-data.json,.json,44.6,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/swf_counterspace_2026/SWF_full-text.txt,.txt,12.3,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/swf_counterspace_2026/images/SWF_69d5661917fa2d73b0e69452-cscr-head.jpg,.jpg,40.7,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/swf_counterspace_2026/images/SWF_6a063f3ccaf9f32a290430b9-asat-by-country-2026.jpg,.jpg,39.6,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/swf_counterspace_2026/images/SWF_685948b82c82d26ce150c2a9-kbrett.jpg,.jpg,55.5,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/swf_counterspace_2026/images/SWF_68399cb30e67dd1473cc427a-sts063-712-072medium.jpg,.jpg,48.5,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/swf_counterspace_2026/images/SWF_68239a54783e8c917bedf423-hs-2025-victoriasamson-web.avif,.avif,15.2,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/swf_counterspace_2026/images/SWF_68399caedbb7cbe28229c326-38236.jpg,.jpg,190.8,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/swf_counterspace_2026/images/SWF_68399cb24dc4a66ec0d2c535-s43-83-082orig.jpg,.jpg,145.3,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/swf_counterspace_2026/images/SWF_69caf750b6a0fce65862de8a-stoplight-chart-execsummary-web.jpg,.jpg,343.9,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/swf_counterspace_2026/images/SWF_69cac182eba666b43b38e5dd-table-5-1-web.jpg,.jpg,281.5,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/pdfs/Counterspace_Reports/SWF_gcsr-2026-execsum-por.pdf,.pdf,3084.0,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/pdfs/Counterspace_Reports/SWF_global-counterspace-capabilities-2024.pdf,.pdf,13997.9,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/pdfs/Counterspace_Reports/SWF_2025-executive-summary-arabic.pdf,.pdf,5754.4,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/pdfs/Counterspace_Reports/SWF_2020-full-report-english.pdf,.pdf,12205.1,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/pdfs/Counterspace_Reports/SWF_2025-executive-summary-french.pdf,.pdf,5826.0,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/pdfs/Counterspace_Reports/SWF_2024-executive-summary-chinese.pdf,.pdf,5946.2,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/pdfs/Counterspace_Reports/SWF_2023-executive-summary-english.pdf,.pdf,5772.8,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/pdfs/Counterspace_Reports/SWF_global-counterspace-capabilities-2026-hr.pdf,.pdf,56464.6,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/pdfs/Counterspace_Reports/SWF_69cffa84a1834078d6f9fe5e-2018-global-counterspace-capabilities-an-open-source-assessme.pdf,.pdf,3613.3,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/pdfs/Counterspace_Reports/SWF_global-counterspace-capabilities-2025.pdf,.pdf,15869.9,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/pdfs/Counterspace_Reports/SWF_gcsr-2026-execsum-eng.pdf,.pdf,2940.2,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/pdfs/Counterspace_Reports/SWF_2025-executive-summary-russian.pdf,.pdf,5763.3,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/pdfs/Counterspace_Reports/SWF_69cffd06bb49a754a728c08d-2019-global-counterspace-capabilities-an-open-source-assessme.pdf,.pdf,5435.0,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/pdfs/Counterspace_Reports/SWF_gcsr-2026-execsum-chi.pdf,.pdf,3068.5,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/pdfs/Counterspace_Reports/SWF_690e30052993b5d301a5c1b8-victoria-samson-quad-nations-security-dialogue-sept-28-2025.pdf,.pdf,1634.0,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/pdfs/Counterspace_Reports/SWF_2025-executive-summary-chinese.pdf,.pdf,5751.5,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/pdfs/Counterspace_Reports/SWF_2025-executive-summary-spanish.pdf,.pdf,5767.7,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/pdfs/Counterspace_Reports/SWF_2022-executive-summary-english.pdf,.pdf,708.0,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/pdfs/Counterspace_Reports/SWF_69d000e653a0667bf9cf7a6f-2020-global-counterspace-capabilities-an-open-source-assessme.pdf,.pdf,8612.9,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/SWF_Counterspace/pdfs/Counterspace_Reports/SWF_gcsr-2026-execsum-rus.pdf,.pdf,3012.3,raw
